school name,school county,alat,alon,grades,schoolScore
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.199291,-97.811686,F,0.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.140608,-97.59295999999999,D-,8.33
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.548583,-97.752273,A-,83.34
LINDER ELEMENTARY,TRAVIS COUNTY,30.229784000000002,-97.738311,D-,8.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.320603000000002,-97.75066600000001,B+,75.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.287925,-97.823926,A-,83.34
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.418737,-97.80535,A+,100.0
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.399349,-97.906803,A-,83.34
SUNSET VALLEY ELEMENTARY,TRAVIS COUNTY,30.237090999999996,-97.809889,D+,25.0
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.201614000000003,-97.924722,B+,75.0
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.28547,-97.76888100000001,B+,75.0
PURPLE SAGE ELEMENTARY,TRAVIS COUNTY,30.454867,-97.813645,0,0.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.316806,-97.831974,A+,100.0
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.422858,-97.80345,A+,100.0
BECKER ELEMENTARY,TRAVIS COUNTY,30.253117,-97.758178,B-,58.33
BARRINGTON ELEMENTARY,TRAVIS COUNTY,30.355997,-97.697384,D-,8.33
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.35701,-97.521908,F,0.0
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.306361,-97.917064,A+,100.0
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.321046999999997,-97.918712,A+,100.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.248859000000003,-97.91078900000001,C+,50.0
KIKER ELEMENTARY,TRAVIS COUNTY,30.189373,-97.883367,A+,100.0
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.415460999999997,-97.917088,A-,83.34
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.428434999999997,-97.83635100000001,A+,100.0
LOIS F GIDDENS ELEMENTARY,WILLIAMSON COUNTY,30.521108,-97.849211,D,16.67
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.267239,-97.862673,C+,50.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.142915999999996,-97.875844,B+,75.0
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.297279,-97.684679,D+,25.0
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.338607,-97.780637,B+,75.0
COPPERFIELD ELEMENTARY,TRAVIS COUNTY,30.393413,-97.65514399999999,B-,58.33
FOREST CREEK ELEMENTARY,WILLIAMSON COUNTY,30.517965999999998,-97.614171,B+,75.0
MILLS ELEMENTARY,TRAVIS COUNTY,30.248296000000003,-97.922036,A,96.67
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.423971999999996,-97.609158,B-,58.33
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.313948,-97.801733,A+,100.0
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.131190000000004,-97.73483,B-,58.33
DOUBLE FILE TRAIL ELEMENTARY,WILLIAMSON COUNTY,30.538794,-97.65939200000001,C,41.67
VIC ROBERTSON ELEMENTARY,WILLIAMSON COUNTY,30.534107000000002,-97.66717,D+,25.0
GREAT OAKS ELEMENTARY,WILLIAMSON COUNTY,30.487454,-97.733828,B+,75.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.068369,-97.732692,0,0.0
BARTON HILLS ELEMENTARY,TRAVIS COUNTY,30.261905,-97.77798,A,96.67
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.351153000000004,-97.903573,A,96.67
BROOKE ELEMENTARY,TRAVIS COUNTY,30.257179999999998,-97.704249,D-,8.33
EANES ELEMENTARY,TRAVIS COUNTY,30.285162,-97.810137,A-,83.34
SMITH ELEMENTARY,TRAVIS COUNTY,30.175182,-97.70245600000001,D+,25.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.193538,-98.008072,B-,58.33
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.123396000000003,-97.774619,B-,58.33
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.432312,-97.607349,B-,58.33
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.310707,-97.932813,A+,100.0
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.369681,-97.6582,B+,75.0
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.265834,-97.805611,A-,83.34
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.480794,-97.84271899999999,0,0.0
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.300684000000004,-97.950051,B+,75.0
HARRIS ELEMENTARY,TRAVIS COUNTY,30.312438,-97.688153,D,16.67
FOREST NORTH ELEMENTARY,WILLIAMSON COUNTY,30.468297999999997,-97.78215,C,41.67
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.357196999999996,-97.91855799999999,A,96.67
HILL ELEMENTARY,TRAVIS COUNTY,30.365954,-97.747658,B+,75.0
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.359028000000002,-98.00708,A-,83.34
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.352933,-97.86832700000001,A-,83.34
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.496452,-97.913306,B-,58.33
RUTLEDGE ELEMENTARY,WILLIAMSON COUNTY,30.500943,-97.79065899999999,A-,83.34
JORDAN ELEMENTARY,TRAVIS COUNTY,30.306434000000003,-97.652947,D,16.67
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.192224,-97.79004599999999,D,16.67
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.341109999999997,-97.98818399999999,A-,83.34
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.331560999999997,-97.964322,B+,75.0
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.17592,-97.82787900000001,C-,33.33
AUSTIN DISCOVERY SCHOOL,TRAVIS COUNTY,30.272354999999997,-97.6312,0,0.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.121187,-97.830051,C-,33.33
COOK ELEMENTARY,TRAVIS COUNTY,30.373244,-97.696711,C,41.67
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.304461,-97.678164,D+,25.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.097765000000003,-97.733284,0,0.0
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.314375,-97.924471,A+,100.0
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.385644,-97.851505,B+,75.0
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.453857,-97.76131600000001,B-,58.33
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.45502,-97.61563000000001,C,41.67
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.161540000000002,-97.780727,D,16.67
ANDERSON MILL ELEMENTARY,TRAVIS COUNTY,30.453815000000002,-97.801056,0,0.0
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.174905,-97.839226,C-,33.33
NEIDIG ELEMENTARY,BASTROP COUNTY,30.38314,-97.46519,0,0.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.425056,-97.941924,0,0.0
IDEA RUNDBERG ACADEMY,TRAVIS COUNTY,30.365728000000004,-97.67830500000001,0,0.0
GULLETT ELEMENTARY,TRAVIS COUNTY,30.346142999999998,-97.753812,A+,100.0
CACTUS RANCH ELEMENTARY,WILLIAMSON COUNTY,30.540840999999997,-97.730604,A+,100.0
JOSLIN ELEMENTARY,TRAVIS COUNTY,30.233349,-97.781926,C-,33.33
LINDER ELEMENTARY,TRAVIS COUNTY,30.224072999999997,-97.735928,D-,8.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.061759000000002,-97.736035,0,0.0
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.243828999999998,-97.930001,A,96.67
FOREST CREEK ELEMENTARY,WILLIAMSON COUNTY,30.522354999999997,-97.601178,B+,75.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.282438,-97.874925,A+,100.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.116906,-97.705873,0,0.0
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.084821999999996,-97.70244699999999,0,0.0
JOLLYVILLE ELEMENTARY,WILLIAMSON COUNTY,30.440745,-97.757829,0,0.0
GATTIS ELEMENTARY,WILLIAMSON COUNTY,30.512241999999997,-97.6335,C+,50.0
VIC ROBERTSON ELEMENTARY,WILLIAMSON COUNTY,30.52737,-97.665756,D+,25.0
EDEN PARK ACADEMY,TRAVIS COUNTY,30.206404,-97.803846,C+,50.0
PIONEER CROSSING ELEMENTARY,TRAVIS COUNTY,30.374798,-97.64694899999999,C+,50.0
EANES ELEMENTARY,TRAVIS COUNTY,30.286219,-97.81110100000001,A-,83.34
BLACKSHEAR ELEMENTARY,TRAVIS COUNTY,30.266363000000002,-97.727643,B+,75.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.212578000000004,-97.528382,0,0.0
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.170803000000003,-97.61113,D-,8.33
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.476582,-97.536113,B+,75.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.299495,-97.88129,A+,100.0
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.549607,-97.73570699999999,A-,83.34
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.430135999999997,-97.82538100000001,A+,100.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.336574,-97.882149,A+,100.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.336949,-97.961672,A-,83.34
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.302538000000002,-97.666125,D+,25.0
CAMPBELL ELEMENTARY,TRAVIS COUNTY,30.282874,-97.70724799999999,D,16.67
PAULINE NAUMANN ELEMENTARY,WILLIAMSON COUNTY,30.479369000000002,-97.82527900000001,B,66.67
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.511511,-97.728475,B+,75.0
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.505454999999998,-97.74763399999999,A+,100.0
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.156783,-97.85845400000001,B+,75.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.254269,-97.905454,C+,50.0
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.22693,-97.969481,B-,58.33
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.427152000000003,-97.761411,A,96.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.256935,-97.57077199999999,0,0.0
GUERRERO THOMPSON,TRAVIS COUNTY,30.358521000000003,-97.692419,C+,50.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.397289,-97.972819,B,66.67
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.327526000000002,-97.507785,D-,8.33
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.495332,-97.604703,0,0.0
SCIENCE HALL ELEMENTARY,HAYS COUNTY,30.013638,-97.800811,F,0.0
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.426214,-97.722649,B-,58.33
ODOM ELEMENTARY,TRAVIS COUNTY,30.213877,-97.792097,C,41.67
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.338958,-97.767014,B+,75.0
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.381642,-97.89155600000001,A-,83.34
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.045716,-97.696421,0,0.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.237699,-97.573081,0,0.0
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.184559999999998,-97.790405,D,16.67
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.286386,-97.81792,A-,83.34
DOBIE PK CENTER,TRAVIS COUNTY,30.358562,-97.676008,0,0.0
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.327523,-97.50814799999999,F,0.0
HELPING HAND,TRAVIS COUNTY,30.302346999999997,-97.734549,0,0.0
PILLOW ELEMENTARY,TRAVIS COUNTY,30.373618,-97.73527,D,16.67
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.413153,-97.700115,C+,50.0
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.43648,-97.83161899999999,A+,100.0
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.429973999999998,-97.82682700000001,A+,100.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.337885999999997,-97.790079,A+,100.0
TRAVIS HTS ELEMENTARY,TRAVIS COUNTY,30.238391999999997,-97.748322,C+,50.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.267202,-97.474187,D-,8.33
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.196835999999998,-97.898914,A,96.67
PILLOW ELEMENTARY,TRAVIS COUNTY,30.364829999999998,-97.744792,D,16.67
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.401708000000003,-97.78201999999999,A+,100.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.45086,-97.950082,0,0.0
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.477290000000004,-97.624901,B+,75.0
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.42145,-97.803196,A+,100.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.274471999999996,-97.82003900000001,A-,83.34
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.390763,-97.880721,A-,83.34
FERN BLUFF ELEMENTARY,WILLIAMSON COUNTY,30.511762,-97.72628399999999,A,96.67
PARMER LANE ELEMENTARY,TRAVIS COUNTY,30.420719000000002,-97.68799999999999,C+,50.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.277941,-97.82109799999999,A-,83.34
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.507699,-97.887791,D+,25.0
RONALD REAGAN ELEMENTARY,WILLIAMSON COUNTY,30.522142,-97.798067,B,66.67
BLACKLAND PRAIRIE ELEMENTARY,WILLIAMSON COUNTY,30.506909999999998,-97.62657,A-,83.34
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.42993,-97.826584,A+,100.0
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.118064,-97.818329,C-,33.33
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.449962,-97.794907,A+,100.0
CEDAR CREEK ELEMENTARY,BASTROP COUNTY,30.120796999999996,-97.562398,C,41.67
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.423587,-97.72166999999999,B-,58.33
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.328336,-97.480621,F,0.0
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.388536,-97.85008499999999,B+,75.0
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.145754999999998,-97.77923100000001,D,16.67
DOSS ELEMENTARY,TRAVIS COUNTY,30.356687,-97.788126,A,96.67
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.403334,-97.552644,D+,25.0
BLACKLAND PRAIRIE ELEMENTARY,WILLIAMSON COUNTY,30.510372999999998,-97.628777,A-,83.34
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.344594,-97.99413100000001,A-,83.34
GREAT OAKS ELEMENTARY,WILLIAMSON COUNTY,30.503288,-97.74028,B+,75.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.284015999999998,-97.819315,A-,83.34
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.239838,-97.999738,B-,58.33
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.097324,-97.66759499999999,0,0.0
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.475116999999997,-97.58370500000001,B+,75.0
ST ELEMENTARYMO ELEMENTARY,TRAVIS COUNTY,30.220626,-97.774357,C+,50.0
JOLLYVILLE ELEMENTARY,WILLIAMSON COUNTY,30.440178999999997,-97.755319,0,0.0
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.355489000000002,-97.957895,A-,83.34
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.204753000000004,-97.916804,A,96.67
JOLLYVILLE ELEMENTARY,WILLIAMSON COUNTY,30.437071000000003,-97.745201,0,0.0
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.503346,-97.755776,A+,100.0
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.181040000000003,-97.917819,B+,75.0
BLACKSHEAR ELEMENTARY,TRAVIS COUNTY,30.271996,-97.727862,B+,75.0
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.389217,-97.505655,D+,25.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.307230999999998,-97.840434,A+,100.0
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.389985999999997,-98.001784,A-,83.34
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.146151,-97.858296,B+,75.0
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.390071000000002,-97.805193,A+,100.0
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.418203000000002,-97.714901,B-,58.33
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.237951000000002,-97.97865300000001,B-,58.33
DOSS ELEMENTARY,TRAVIS COUNTY,30.356737,-97.78015699999999,A,96.67
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.423015000000003,-97.800393,A+,100.0
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.242932,-97.89367299999999,C+,50.0
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.387918,-97.97115500000001,B,66.67
BROOKE ELEMENTARY,TRAVIS COUNTY,30.254587,-97.709453,D-,8.33
GALINDO ELEMENTARY,TRAVIS COUNTY,30.233583000000003,-97.778231,D-,8.33
WINDERMERE ELEMENTARY,TRAVIS COUNTY,30.477825,-97.63328,B-,58.33
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.307703000000004,-97.835391,A+,100.0
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.154751,-97.80188199999999,D,16.67
CAMPBELL ELEMENTARY,TRAVIS COUNTY,30.283315999999996,-97.719821,D,16.67
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.368554,-97.894852,A,96.67
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.090259999999997,-97.67467099999999,0,0.0
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.290865000000004,-97.752601,B+,75.0
WALNUT CREEK ELEMENTARY,TRAVIS COUNTY,30.385863,-97.678962,D-,8.33
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.444461999999998,-97.652292,C,41.67
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.305446000000003,-97.97155500000001,B+,75.0
THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,TRAVIS COUNTY,30.263131,-97.663375,C+,50.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.30035,-97.889208,A+,100.0
PATTON ELEMENTARY,TRAVIS COUNTY,30.244952,-97.835043,B,66.67
PLEASANT HILL ELEMENTARY,TRAVIS COUNTY,30.197003000000002,-97.770832,C-,33.33
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.192509,-97.562016,D-,8.33
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.265755,-97.46757099999999,D-,8.33
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.360324,-97.959826,A-,83.34
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.443109999999997,-97.604607,C,41.67
EANES ELEMENTARY,TRAVIS COUNTY,30.299714,-97.797638,A-,83.34
COPPERFIELD ELEMENTARY,TRAVIS COUNTY,30.384605999999998,-97.668976,B-,58.33
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.32432,-97.773285,B+,75.0
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.226021000000003,-97.59060699999999,0,0.0
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.338077000000002,-97.823421,A+,100.0
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.515739,-97.746703,B+,75.0
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.421034000000002,-97.967315,0,0.0
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.421265999999996,-97.801982,A+,100.0
RIVER OAKS ELEMENTARY,TRAVIS COUNTY,30.408921000000003,-97.685356,C-,33.33
THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,TRAVIS COUNTY,30.257305,-97.687728,C+,50.0
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.297114,-97.824763,A-,83.34
OAK SPRINGS ELEMENTARY,TRAVIS COUNTY,30.266644,-97.711892,D-,8.33
CASIS ELEMENTARY,TRAVIS COUNTY,30.311625,-97.786677,A,96.67
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.296727,-97.821955,A-,83.34
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.187989,-97.790198,D,16.67
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.441901,-97.653014,C,41.67
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.508498,-97.887176,D+,25.0
OVERTON ELEMENTARY,TRAVIS COUNTY,30.307499,-97.638695,D,16.67
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.434509000000002,-97.803838,A+,100.0
GULLETT ELEMENTARY,TRAVIS COUNTY,30.339707,-97.745266,A+,100.0
DOSS ELEMENTARY,TRAVIS COUNTY,30.360179,-97.776207,A,96.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.243586999999998,-97.911899,A,96.67
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.445184,-97.572572,B-,58.33
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.294403000000003,-97.918695,A+,100.0
CASEY ELEMENTARY,TRAVIS COUNTY,30.188496999999998,-97.81422099999999,D+,25.0
CASEY ELEMENTARY,TRAVIS COUNTY,30.183162,-97.82069200000001,D+,25.0
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.21905,-97.930613,A,96.67
WELLS BRANCH LEADERSHIP ACADEMY,TRAVIS COUNTY,30.462308,-97.688204,0,0.0
DOSS ELEMENTARY,TRAVIS COUNTY,30.359638,-97.774527,A,96.67
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.3685,-97.91520899999999,A,96.67
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.320593,-97.9196,A+,100.0
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.197725,-97.94240699999999,B+,75.0
POPHAM ELEMENTARY,TRAVIS COUNTY,30.15625,-97.645583,D-,8.33
CAMPBELL ELEMENTARY,TRAVIS COUNTY,30.284267,-97.707388,D,16.67
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.442826,-97.6377,C,41.67
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.374406,-97.895105,A,96.67
ZILKER ELEMENTARY,TRAVIS COUNTY,30.255595,-97.777281,B,66.67
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.555077,-97.73159,A-,83.34
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.280062,-97.877439,A+,100.0
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.351395,-97.886648,A,96.67
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.415912,-97.773713,A,96.67
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.509978000000004,-97.895713,D+,25.0
LAURA B NEGLEY ELEMENTARY,HAYS COUNTY,30.035377,-97.899816,C,41.67
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.216935,-97.565843,0,0.0
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.303225,-97.967501,B+,75.0
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.430646000000003,-97.899363,B-,58.33
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.426291,-97.78428199999999,A+,100.0
WELLS BRANCH ELEMENTARY,TRAVIS COUNTY,30.444910999999998,-97.67290899999999,C-,33.33
DOSS ELEMENTARY,TRAVIS COUNTY,30.377595,-97.798785,A,96.67
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.130990999999998,-97.855773,C-,33.33
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.46572,-97.583925,B+,75.0
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.370544,-97.662651,B+,75.0
WIELAND ELEMENTARY,TRAVIS COUNTY,30.421640999999997,-97.657834,C+,50.0
LINDA HERRINGTON ELEMENTARY,WILLIAMSON COUNTY,30.535194,-97.61491600000001,A,96.67
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.414975,-97.722549,B-,58.33
CAMPBELL ELEMENTARY,TRAVIS COUNTY,30.278676,-97.71167700000001,D,16.67
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.305096000000002,-97.921054,A+,100.0
SCIENCE HALL ELEMENTARY,HAYS COUNTY,30.026035999999998,-97.846509,F,0.0
JOSLIN ELEMENTARY,TRAVIS COUNTY,30.220609999999997,-97.788837,C-,33.33
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.210027,-97.519554,0,0.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.3208,-97.844208,A+,100.0
DOUBLE FILE TRAIL ELEMENTARY,WILLIAMSON COUNTY,30.531190999999996,-97.651222,C,41.67
MILLS ELEMENTARY,TRAVIS COUNTY,30.225171000000003,-97.888912,A,96.67
HILL ELEMENTARY,TRAVIS COUNTY,30.373328000000004,-97.74623199999999,B+,75.0
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.318171000000003,-97.818641,A+,100.0
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.324196999999998,-97.53197,D-,8.33
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.486141999999997,-97.560175,B+,75.0
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.338979,-97.92251800000001,A,96.67
C C MASON ELEMENTARY,WILLIAMSON COUNTY,30.529057,-97.855649,D,16.67
WOOLDRIDGE ELEMENTARY,TRAVIS COUNTY,30.364782,-97.705203,D+,25.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.294479,-97.872096,A+,100.0
HILLCREST ELEMENTARY,TRAVIS COUNTY,30.172294,-97.72093199999999,D-,8.33
BLUEBONNET TRAIL ELEMENTARY,TRAVIS COUNTY,30.347914000000003,-97.612268,C,41.67
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.341959999999997,-97.98262,A-,83.34
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.186573,-97.932264,B+,75.0
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.403605,-97.77485899999999,A+,100.0
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.294940000000004,-97.877938,A+,100.0
BLUEBONNET ELEMENTARY,BASTROP COUNTY,30.167716,-97.48804,C,41.67
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.356883000000003,-97.545846,D+,25.0
