school name,school county,alat,alon
NA,NA,30.103462,-97.714974
NA,NA,30.437327,-97.626915
NA,NA,30.33622,-97.873429
NA,NA,30.178909,-97.916041
NA,NA,30.296762,-97.970776
NA,NA,30.465649,-97.939509
NA,NA,30.449938,-97.519639
NA,NA,30.415695,-97.875997
NA,NA,30.243769,-97.908742
NA,NA,30.199561,-97.89828
NA,NA,30.370327,-97.687898
NA,NA,30.296372,-97.687425
NA,NA,30.472796,-97.628507
NA,NA,30.287133,-97.858771
NA,NA,30.389193,-97.521469
NA,NA,30.412358,-97.938735
NA,NA,30.274022,-97.686228
NA,NA,30.232263,-97.594082
NA,NA,30.229725,-97.797434
NA,NA,30.360303,-97.645017
NA,NA,30.221882,-97.777571
NA,NA,30.531157,-97.712619
NA,NA,30.27886,-97.86711
NA,NA,30.300704,-97.809978
NA,NA,30.222633,-97.870023
NA,NA,30.192798,-97.513844
NA,NA,30.264743,-97.812475
NA,NA,30.268089,-97.861975
NA,NA,30.321503,-97.795978
NA,NA,30.153029,-97.64884
NA,NA,30.335511,-97.767896
NA,NA,30.389055,-97.851351
NA,NA,30.453076,-97.516043
NA,NA,30.505776,-97.736836
NA,NA,30.285924,-98.026142
NA,NA,30.347936,-97.765904
NA,NA,30.417465,-97.510954
NA,NA,30.291425,-97.969068
NA,NA,30.345243,-97.68798
NA,NA,30.407594,-97.503146
NA,NA,30.182462,-97.754769
NA,NA,30.365342,-97.760766
NA,NA,30.53706,-97.663859
NA,NA,30.203018,-97.938808
NA,NA,30.209602,-97.549424
NA,NA,30.43091,-97.705952
NA,NA,30.22203,-97.522521
NA,NA,30.112436,-97.718201
NA,NA,30.29829,-97.477273
NA,NA,30.300368,-97.793973
NA,NA,30.347792,-97.772826
NA,NA,30.242854,-97.906923
NA,NA,30.293649,-97.68665
NA,NA,30.245301,-97.745478
NA,NA,30.305334,-97.527624
NA,NA,30.361647,-97.609216
NA,NA,30.290921,-97.958303
NA,NA,30.352532,-97.794273
NA,NA,30.369821,-97.994042
NA,NA,30.293978,-97.699786
NA,NA,30.11334,-97.703292
NA,NA,30.298529,-97.710965
NA,NA,30.2124,-97.7081
NA,NA,30.163901,-97.737073
NA,NA,30.427679,-97.87199
NA,NA,30.206619,-97.740276
NA,NA,30.47622,-97.643634
NA,NA,30.381407,-97.678619
NA,NA,30.428271,-97.844498
NA,NA,30.306167,-97.528405
NA,NA,30.202857,-97.546303
NA,NA,30.12749,-97.825865
NA,NA,30.340698,-97.756489
NA,NA,30.319739,-97.529545
NA,NA,30.303781,-97.638384
NA,NA,30.257645,-97.570311
NA,NA,30.356657,-98.00108
NA,NA,30.282478,-97.459465
NA,NA,30.198795,-97.511365
NA,NA,30.382935,-97.908485
NA,NA,30.42612,-97.682209
NA,NA,30.371665,-97.718034
NA,NA,30.234766,-97.701733
NA,NA,30.08306,-97.700139
NA,NA,30.398958,-97.931687
NA,NA,30.445966,-97.769576
NA,NA,30.225519,-97.836393
NA,NA,30.490667,-97.81928
NA,NA,30.305807,-97.853504
NA,NA,30.276366,-97.461011
NA,NA,30.069802,-97.730223
NA,NA,30.286236,-97.839262
NA,NA,30.275244,-97.822014
NA,NA,30.493165,-97.580887
NA,NA,30.123626,-97.597499
NA,NA,30.490914,-97.904814
NA,NA,30.344594,-97.52972
NA,NA,30.294586,-97.509253
NA,NA,30.357042,-97.674242
NA,NA,30.498596,-97.789798
NA,NA,30.403327,-97.7837
NA,NA,30.544022,-97.705749
NA,NA,30.540893,-97.649805
NA,NA,30.267989,-97.81551
NA,NA,30.123178,-97.814095
NA,NA,30.365914,-97.851832
NA,NA,30.30686,-97.858372
NA,NA,30.455891,-97.787814
NA,NA,30.45977,-97.647359
NA,NA,30.304908,-97.991552
NA,NA,30.25104,-97.932358
NA,NA,30.540175,-97.806732
NA,NA,30.516231,-97.841635
NA,NA,30.510711,-97.723818
NA,NA,30.438972,-97.913819
NA,NA,30.478115,-97.557219
NA,NA,30.311862,-97.870637
NA,NA,30.232639,-97.939221
NA,NA,30.393841,-97.616204
NA,NA,30.286392,-97.887763
NA,NA,30.549644,-97.66643
NA,NA,30.158227,-97.553181
NA,NA,30.42227,-97.69466
NA,NA,30.177514,-97.840077
NA,NA,30.524671,-97.795581
NA,NA,30.521171,-97.850679
NA,NA,30.135521,-97.779767
NA,NA,30.279557,-97.865971
NA,NA,30.363009,-97.468072
NA,NA,30.396365,-97.694606
NA,NA,30.168345,-97.846152
NA,NA,30.437718,-97.913256
NA,NA,30.328657,-97.760622
NA,NA,30.392652,-97.881063
NA,NA,30.270512,-98.020943
NA,NA,30.136574,-97.574036
NA,NA,30.309278,-97.83536
NA,NA,30.37528,-97.559082
NA,NA,30.208195,-97.848386
NA,NA,30.422442,-97.640613
NA,NA,30.301244,-97.835973
NA,NA,30.40864,-97.913478
NA,NA,30.058936,-97.680894
NA,NA,30.172802,-97.874327
NA,NA,30.4017,-97.600679
NA,NA,30.471315,-97.639687
NA,NA,30.172883,-97.543529
NA,NA,30.256758,-97.466367
NA,NA,30.513637,-97.647648
NA,NA,30.355705,-97.510319
NA,NA,30.297633,-97.645204
NA,NA,30.32824,-97.756373
NA,NA,30.26065,-97.4836
NA,NA,30.188223,-97.787077
NA,NA,30.181251,-97.834107
NA,NA,30.268088,-97.691328
NA,NA,30.21053,-97.548948
NA,NA,30.336592,-97.954861
NA,NA,30.339558,-97.909795
NA,NA,30.473267,-97.622899
NA,NA,30.365841,-97.648669
NA,NA,30.218184,-97.909094
NA,NA,30.476854,-97.634177
NA,NA,30.318975,-97.980859
NA,NA,30.226796,-97.916645
NA,NA,30.540394,-97.845264
NA,NA,30.270157,-97.458108
NA,NA,30.295879,-97.846777
NA,NA,30.33313,-97.921477
NA,NA,30.320818,-97.524582
NA,NA,30.264924,-98.017489
NA,NA,30.353991,-97.848253
NA,NA,30.19039,-97.925243
NA,NA,30.238847,-97.732882
NA,NA,30.363391,-97.948431
NA,NA,30.142893,-97.7868
NA,NA,30.429681,-97.789274
NA,NA,30.456051,-97.821431
NA,NA,30.197226,-97.901443
NA,NA,30.220978,-97.728467
NA,NA,30.207263,-97.808835
NA,NA,30.405519,-97.91216
NA,NA,30.362448,-97.772467
NA,NA,30.284672,-97.880524
NA,NA,30.507049,-97.836544
NA,NA,30.15962,-97.690731
NA,NA,30.255525,-97.467146
NA,NA,30.341678,-97.785311
NA,NA,30.348157,-97.755856
NA,NA,30.350544,-97.804288
NA,NA,30.315101,-97.750216
NA,NA,30.196514,-97.802316
NA,NA,30.20939,-97.87013
NA,NA,30.315921,-97.720853
NA,NA,30.381635,-97.708393
NA,NA,30.497979,-97.850467
NA,NA,30.509086,-97.86541
NA,NA,30.338463,-97.78099
NA,NA,30.196968,-97.741206
NA,NA,30.313241,-97.86388
NA,NA,30.103775,-97.687332
NA,NA,30.409541,-97.60256
NA,NA,30.300147,-97.687424
NA,NA,30.156383,-97.802097
NA,NA,30.485547,-97.863794
NA,NA,30.519443,-97.878339
NA,NA,30.294012,-97.964121
NA,NA,30.215595,-97.781948
NA,NA,30.352406,-97.725928
NA,NA,30.327926,-97.682333
NA,NA,30.408462,-97.859623
NA,NA,30.522266,-97.802186
NA,NA,30.126249,-97.684978
NA,NA,30.28927,-97.96522
NA,NA,30.455156,-97.786538
NA,NA,30.179496,-97.762498
NA,NA,30.096712,-97.662839
NA,NA,30.242151,-97.88657
NA,NA,30.195464,-97.512203
NA,NA,30.130878,-97.783571
NA,NA,30.187794,-97.744898
NA,NA,30.349167,-97.621793
NA,NA,30.20331,-97.78977
NA,NA,30.338821,-97.788776
NA,NA,30.353015,-97.744614
NA,NA,30.203249,-97.817394
NA,NA,30.346637,-97.745961
NA,NA,30.144774,-97.625616
NA,NA,30.272035,-97.616677
NA,NA,30.231712,-97.770445
NA,NA,30.251733,-97.720476
NA,NA,30.423935,-97.766013
NA,NA,30.256512,-97.466522
NA,NA,30.412926,-97.870293
NA,NA,30.14954,-97.810191
NA,NA,30.280756,-97.81574
NA,NA,30.220438,-97.890728
NA,NA,30.35847,-97.999272
NA,NA,30.325835,-97.980847
NA,NA,30.429388,-97.791543
NA,NA,30.147236,-97.798978
NA,NA,30.412861,-97.636133
NA,NA,30.376264,-97.811448
NA,NA,30.211774,-97.526525
NA,NA,30.358177,-97.742727
NA,NA,30.221386,-97.521192
NA,NA,30.031993,-97.704307
NA,NA,30.247724,-97.919923
NA,NA,30.472387,-97.778662
NA,NA,30.294195,-97.764124
NA,NA,30.268766,-97.799228
NA,NA,30.114452,-97.911547
NA,NA,30.298169,-97.768673
NA,NA,30.392648,-97.530095
NA,NA,30.454895,-97.817286
NA,NA,30.373654,-97.65973
NA,NA,30.234486,-97.982083
NA,NA,30.169292,-97.590209
NA,NA,30.222664,-98.0041
NA,NA,30.234704,-97.941897
NA,NA,30.274312,-97.729143
NA,NA,30.392816,-97.974781
NA,NA,30.464125,-97.786006
NA,NA,30.266897,-97.68398
NA,NA,30.213334,-97.919221
NA,NA,30.190847,-97.905522
NA,NA,30.311743,-97.532458
NA,NA,30.073769,-97.729609
NA,NA,30.38135,-97.751322
NA,NA,30.40439,-97.998214
NA,NA,30.432873,-97.614851
NA,NA,30.370036,-97.907381
NA,NA,30.305726,-97.918493
NA,NA,30.198929,-97.82325
NA,NA,30.490088,-97.769276
NA,NA,30.282585,-97.692951
NA,NA,30.426733,-97.496816
NA,NA,30.186512,-97.74672
NA,NA,30.435487,-97.681217
NA,NA,30.280938,-97.663581
NA,NA,30.373073,-97.661808
NA,NA,30.344643,-97.524371
NA,NA,30.417334,-97.956482
NA,NA,30.160478,-97.803764
NA,NA,30.05926,-97.735519
NA,NA,30.329916,-97.875588
NA,NA,30.505372,-97.901913
NA,NA,30.302775,-97.848676
NA,NA,30.204614,-97.801945
NA,NA,30.510694,-97.844107
NA,NA,30.420308,-97.884025
NA,NA,30.172277,-97.753165
NA,NA,30.48911,-97.740115
NA,NA,30.372221,-97.556487
NA,NA,30.312113,-97.785571
NA,NA,30.425352,-97.938984
NA,NA,30.245091,-97.980449
NA,NA,30.23238,-97.995804
NA,NA,30.375612,-97.800783
NA,NA,30.307695,-97.768998
NA,NA,30.323682,-97.830306
NA,NA,30.504012,-97.867362
NA,NA,30.47657,-97.655112
NA,NA,30.216237,-97.860789
NA,NA,30.360707,-97.467298
NA,NA,30.300224,-97.895659
NA,NA,30.430913,-97.771348
NA,NA,30.492564,-97.79746
NA,NA,30.162127,-97.874008
NA,NA,30.427726,-97.789964
NA,NA,30.23868,-97.775374
NA,NA,30.277034,-97.864326
NA,NA,30.16822,-97.863589
NA,NA,30.171616,-97.867663
NA,NA,30.460418,-97.836463
NA,NA,30.471907,-97.855482
NA,NA,30.174982,-97.846966
NA,NA,30.44504,-97.838213
NA,NA,30.198926,-97.727664
NA,NA,30.517174,-97.744115
NA,NA,30.346649,-97.995181
NA,NA,30.346725,-97.961062
NA,NA,30.3739,-97.972421
NA,NA,30.429128,-97.506642
NA,NA,30.273137,-97.472668
NA,NA,30.051019,-97.621986
NA,NA,30.20071,-97.510779
NA,NA,30.455122,-97.614336
NA,NA,30.190111,-97.786317
NA,NA,30.490632,-97.594327
NA,NA,30.505699,-97.621134
NA,NA,30.436295,-97.888852
NA,NA,30.395669,-97.803321
NA,NA,30.44093,-97.613092
NA,NA,30.171932,-97.702383
NA,NA,30.125219,-97.665443
NA,NA,30.304202,-97.640224
NA,NA,30.32816,-97.832023
NA,NA,30.283151,-97.83499
NA,NA,30.36781,-97.839882
NA,NA,30.223463,-97.806981
NA,NA,30.359334,-97.776465
NA,NA,30.284989,-97.84381
NA,NA,30.21602,-97.875915
NA,NA,30.037056,-97.815202
NA,NA,30.41814,-97.679914
NA,NA,30.153377,-97.647955
NA,NA,30.345949,-97.608999
NA,NA,30.444067,-97.659242
NA,NA,30.273555,-97.615765
NA,NA,30.429325,-97.607634
NA,NA,30.341442,-97.725368
NA,NA,30.190723,-97.889684
NA,NA,30.267077,-97.807816
NA,NA,30.27999,-97.795707
NA,NA,30.390868,-97.693573
NA,NA,30.375346,-97.807399
NA,NA,30.450644,-97.563989
NA,NA,30.344938,-97.471119
NA,NA,30.513355,-97.841884
NA,NA,30.241803,-97.919185
NA,NA,30.376623,-97.478457
NA,NA,30.245218,-97.760844
NA,NA,30.351944,-97.776418
NA,NA,30.411686,-97.933196
NA,NA,30.340879,-97.910483
NA,NA,30.234097,-97.882088
NA,NA,30.421515,-97.684195
NA,NA,30.381719,-97.793905
NA,NA,30.214623,-97.779805
NA,NA,30.362771,-97.834937
NA,NA,30.413426,-97.88981
NA,NA,30.419926,-97.803349
NA,NA,30.470873,-97.779192
NA,NA,30.257596,-97.464806
NA,NA,30.333597,-97.954621
NA,NA,30.287133,-97.720017
NA,NA,30.453255,-97.646783
NA,NA,30.532319,-97.825151
NA,NA,30.267365,-97.681646
NA,NA,30.343212,-97.724749
NA,NA,30.184743,-97.79118
NA,NA,30.107191,-97.696852
NA,NA,30.276213,-97.831139
NA,NA,30.380097,-97.747762
NA,NA,30.373037,-97.900806
NA,NA,30.497953,-97.896995
NA,NA,30.396985,-97.659295
NA,NA,30.261835,-97.479404
NA,NA,30.202122,-97.840628
NA,NA,30.502229,-97.756725
NA,NA,30.300585,-97.999196
NA,NA,30.206619,-97.740276
NA,NA,30.235438,-97.947495
NA,NA,30.546798,-97.701855
NA,NA,30.185677,-97.747846
NA,NA,30.417339,-97.691055
NA,NA,30.236631,-97.777429
NA,NA,30.302924,-98.001362
NA,NA,30.231226,-97.713793
NA,NA,30.457195,-97.650506
NA,NA,30.190244,-97.915343
NA,NA,30.178913,-97.749017
NA,NA,30.539509,-97.715478
NA,NA,30.428074,-97.919764
NA,NA,30.181558,-97.801976
NA,NA,30.479361,-97.62234
NA,NA,30.414426,-97.983617
NA,NA,30.402423,-97.495902
NA,NA,30.056858,-97.831327
NA,NA,30.15663,-97.870731
NA,NA,30.427728,-97.765626
NA,NA,30.380344,-97.757061
NA,NA,30.33829,-97.87736
NA,NA,30.338513,-97.883339
NA,NA,30.442963,-97.825264
NA,NA,30.23437,-97.569341
NA,NA,30.374987,-97.990708
NA,NA,30.382777,-97.89029
NA,NA,30.242026,-97.901962
NA,NA,30.408796,-97.936449
NA,NA,30.315259,-97.805214
NA,NA,30.510975,-97.747455
NA,NA,30.299753,-98.013052
NA,NA,30.317307,-97.709878
NA,NA,30.189639,-97.923798
NA,NA,30.337122,-97.548684
NA,NA,30.292967,-97.878616
NA,NA,30.347749,-97.758766
NA,NA,30.217335,-97.888003
NA,NA,30.201225,-97.815968
NA,NA,30.45949,-97.579732
NA,NA,30.103383,-97.860364
NA,NA,30.13696,-97.596088
NA,NA,30.370821,-97.794799
NA,NA,30.401538,-97.624185
NA,NA,30.274936,-97.678218
NA,NA,30.237316,-97.941028
NA,NA,30.216641,-97.794339
NA,NA,30.245075,-97.754001
NA,NA,30.175023,-97.533417
NA,NA,30.033461,-97.658115
NA,NA,30.083918,-97.61873
NA,NA,30.054678,-97.819648
NA,NA,30.431627,-97.719151
NA,NA,30.24994,-97.877152
NA,NA,30.305812,-97.865383
NA,NA,30.452892,-97.795218
NA,NA,30.372755,-97.687207
NA,NA,30.249811,-97.909042
NA,NA,30.354711,-97.919771
NA,NA,30.239592,-97.977315
NA,NA,30.33399,-97.954085
NA,NA,30.125471,-97.618916
NA,NA,30.316692,-97.669239
NA,NA,30.214499,-97.521811
NA,NA,30.219317,-97.801593
NA,NA,30.299772,-97.734676
NA,NA,30.44882,-97.767427
NA,NA,30.190304,-97.90022
NA,NA,30.375619,-98.005255
NA,NA,30.373377,-97.968056
NA,NA,30.402631,-97.777692
NA,NA,30.383577,-97.669812
NA,NA,30.48206,-97.570904
NA,NA,30.363598,-97.646948
NA,NA,30.328589,-97.482327
NA,NA,30.216645,-97.517174
NA,NA,30.442917,-97.677755
NA,NA,30.354311,-97.635434
NA,NA,30.313209,-97.700766
NA,NA,30.273798,-97.459896
NA,NA,30.541516,-97.716489
NA,NA,30.515437,-97.800017
NA,NA,30.429085,-97.816844
NA,NA,30.503415,-97.88928
NA,NA,30.348437,-97.989658
NA,NA,30.153429,-97.849301
NA,NA,30.342427,-97.789207
NA,NA,30.136299,-97.79217
NA,NA,30.255641,-97.773542
NA,NA,30.09751,-97.843927
NA,NA,30.321371,-97.529725
NA,NA,30.440516,-97.763675
NA,NA,30.338652,-97.875882
NA,NA,30.424719,-97.863581
NA,NA,30.498175,-97.832245
NA,NA,30.339771,-97.820021
NA,NA,30.340756,-97.70722
NA,NA,30.486271,-97.558595
NA,NA,30.337188,-98.000432
NA,NA,30.355929,-97.964695
NA,NA,30.320646,-97.684426
NA,NA,30.182529,-97.786882
NA,NA,30.202055,-97.507995
NA,NA,30.159085,-97.739732
NA,NA,30.275309,-97.832216
NA,NA,30.429285,-97.747514
NA,NA,30.223592,-97.768505
NA,NA,30.343282,-97.869055
NA,NA,30.141019,-97.809121
NA,NA,30.325926,-97.544309
NA,NA,30.343234,-97.977744
NA,NA,30.199003,-97.727795
NA,NA,30.204358,-97.808784
NA,NA,30.30659,-97.672141
NA,NA,30.293941,-97.706356
NA,NA,30.369708,-97.928191
NA,NA,30.285887,-97.707993
NA,NA,30.397099,-97.70209
NA,NA,30.494161,-97.829628
NA,NA,29.990615,-97.728661
NA,NA,30.454048,-97.761908
NA,NA,30.187966,-97.893666
NA,NA,30.458914,-97.814892
NA,NA,30.338781,-97.728237
NA,NA,30.221711,-97.933125
NA,NA,30.412927,-97.980125
NA,NA,30.321148,-97.918461
NA,NA,30.264577,-97.461862
NA,NA,30.505144,-97.640044
NA,NA,30.296472,-97.84235
NA,NA,30.429611,-97.810317
NA,NA,30.144734,-97.998853
NA,NA,30.324424,-97.756613
NA,NA,30.123466,-97.68858
NA,NA,30.504065,-97.876259
NA,NA,30.406712,-97.770198
NA,NA,30.184067,-97.551345
NA,NA,30.527299,-97.69878
NA,NA,30.319943,-97.974019
NA,NA,30.213787,-97.919853
NA,NA,30.143493,-97.890932
NA,NA,30.206343,-97.938219
NA,NA,30.496141,-97.611473
NA,NA,30.227364,-97.705206
NA,NA,30.07734,-97.813492
NA,NA,30.448247,-97.558819
NA,NA,30.096989,-97.759632
NA,NA,30.294852,-97.799326
NA,NA,30.16755,-97.869344
NA,NA,30.202122,-97.779035
NA,NA,30.543283,-97.809157
NA,NA,30.388867,-97.680672
NA,NA,30.356331,-97.89942
NA,NA,30.234096,-97.925442
NA,NA,30.506806,-97.804611
NA,NA,30.317036,-97.85791
NA,NA,30.279992,-97.785759
NA,NA,30.423034,-97.721078
NA,NA,30.383115,-97.793118
NA,NA,30.199518,-97.510908
NA,NA,30.275053,-97.457366
NA,NA,30.252691,-97.473451
NA,NA,30.434252,-97.815702
NA,NA,30.11707,-97.713636
NA,NA,30.361313,-97.969101
NA,NA,30.495959,-97.760237
NA,NA,30.525936,-97.698613
NA,NA,30.231302,-97.594584
NA,NA,30.286404,-97.869938
NA,NA,30.421309,-97.72865
NA,NA,30.374602,-97.877212
NA,NA,30.205871,-97.83206
NA,NA,30.487194,-97.762418
NA,NA,30.205924,-97.833316
NA,NA,30.34601,-97.859551
NA,NA,30.214412,-97.921302
NA,NA,30.343925,-97.75863
NA,NA,30.425392,-97.687738
NA,NA,30.484969,-97.765107
NA,NA,30.326272,-97.766719
NA,NA,30.328456,-97.491541
NA,NA,30.425932,-97.75923
NA,NA,30.367309,-97.565043
NA,NA,30.404009,-97.859193
NA,NA,30.174233,-97.8096
NA,NA,30.215326,-97.988589
NA,NA,30.50673,-97.892251
NA,NA,30.059601,-97.824279
NA,NA,30.308779,-97.981576
NA,NA,30.359025,-97.992348
NA,NA,30.432915,-97.626664
NA,NA,30.234515,-97.914167
NA,NA,30.137323,-97.731648
NA,NA,30.175175,-97.862201
NA,NA,30.357866,-97.909454
NA,NA,30.462724,-97.813185
NA,NA,30.483108,-97.558682
NA,NA,30.424098,-97.863346
NA,NA,30.23467,-97.954636
NA,NA,30.388229,-97.965566
NA,NA,30.314749,-97.683893
NA,NA,30.374474,-97.842506
NA,NA,30.192498,-97.793893
NA,NA,30.182981,-97.960463
NA,NA,30.477779,-97.662147
NA,NA,30.362542,-97.907375
NA,NA,30.180487,-97.855828
NA,NA,30.076902,-97.715838
NA,NA,30.369542,-97.899994
NA,NA,30.351738,-97.844116
NA,NA,30.2448,-97.74322
NA,NA,30.50343,-97.879028
NA,NA,30.245972,-97.915831
NA,NA,30.466602,-97.62352
NA,NA,30.406937,-97.758039
NA,NA,30.463848,-97.922744
NA,NA,30.373203,-97.773707
NA,NA,30.139783,-97.733361
NA,NA,30.008107,-97.837197
NA,NA,30.312237,-97.488538
NA,NA,30.440187,-97.79796
NA,NA,30.3562,-97.791146
NA,NA,30.461035,-97.79982
NA,NA,30.296797,-97.798772
NA,NA,30.20482,-97.92863
NA,NA,30.368731,-97.519733
NA,NA,30.359962,-97.64207
NA,NA,30.443119,-97.799585
NA,NA,30.264775,-97.786984
NA,NA,30.061478,-97.715812
NA,NA,30.207487,-97.718984
NA,NA,30.477785,-97.882368
NA,NA,30.343551,-97.528684
NA,NA,30.442803,-97.672249
NA,NA,30.302082,-97.861778
NA,NA,30.514065,-97.617402
NA,NA,30.325675,-97.770742
NA,NA,30.314905,-97.897909
NA,NA,30.362312,-97.758466
NA,NA,30.312805,-97.785589
NA,NA,30.227121,-97.86245
NA,NA,30.353271,-97.956914
NA,NA,30.373476,-97.774682
NA,NA,30.058057,-97.730497
NA,NA,30.511585,-97.751482
NA,NA,30.129654,-97.854171
NA,NA,30.380349,-97.666857
NA,NA,30.369593,-97.560102
NA,NA,30.284536,-97.814971
NA,NA,30.295118,-97.796825
NA,NA,30.212447,-97.527912
NA,NA,30.435704,-97.799876
NA,NA,30.387204,-97.678869
NA,NA,30.13476,-97.491653
NA,NA,30.22756,-97.917654
NA,NA,30.299524,-97.678774
NA,NA,30.311858,-97.660225
NA,NA,30.083861,-97.618663
NA,NA,30.196249,-97.512952
NA,NA,30.368874,-97.674312
NA,NA,30.184524,-97.976755
NA,NA,30.238942,-97.762948
NA,NA,30.404716,-97.63373
NA,NA,30.440095,-97.766467
NA,NA,30.384925,-97.64261
NA,NA,30.420836,-97.57852
NA,NA,30.213491,-97.802315
NA,NA,30.382251,-97.755147
NA,NA,30.109158,-97.731946
NA,NA,30.132267,-97.567706
NA,NA,30.238648,-97.904417
NA,NA,30.241874,-97.75053
NA,NA,30.37977,-97.821574
NA,NA,30.292808,-97.963672
NA,NA,30.286044,-97.76268
NA,NA,30.187609,-97.811973
NA,NA,30.425502,-97.857487
NA,NA,30.355487,-97.888852
NA,NA,30.061372,-97.663318
NA,NA,30.559457,-97.745831
NA,NA,30.375886,-97.558988
NA,NA,30.176258,-97.834212
NA,NA,30.357464,-97.496071
NA,NA,30.425456,-97.792768
NA,NA,30.19982,-97.998343
NA,NA,30.423337,-97.697116
NA,NA,30.200189,-97.752704
NA,NA,30.473254,-97.855866
NA,NA,30.45284,-97.645653
NA,NA,30.292297,-97.714201
NA,NA,30.221733,-97.933597
NA,NA,30.403873,-97.957408
NA,NA,30.199211,-97.555488
NA,NA,30.31725,-97.844247
NA,NA,30.530308,-97.705306
NA,NA,30.242609,-97.825431
NA,NA,30.14288,-97.731446
NA,NA,30.253881,-97.8367
NA,NA,30.20586,-97.783775
NA,NA,30.337511,-97.548414
NA,NA,30.414986,-97.952717
NA,NA,30.138021,-97.591722
NA,NA,30.283111,-97.874432
NA,NA,30.347049,-97.688235
