school name,school county,alat,alon
THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,TRAVIS COUNTY,30.261932,-97.662189
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.377104,-97.970109
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.13421,-97.825003
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.350434,-97.88703
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.303021,-97.95688
CASIS ELEMENTARY,TRAVIS COUNTY,30.300237,-97.782278
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.365046,-97.837066
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.294324,-97.873679
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.455213,-97.616218
OFFICER LEONARD A REED ELEMENTARY,WILLIAMSON COUNTY,30.480393,-97.812544
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.245868,-97.974538
BLACKLAND PRAIRIE ELEMENTARY,WILLIAMSON COUNTY,30.50308,-97.62168
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.239275,-97.981226
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.328605,-97.925943
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.442017,-97.941287
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.261133,-97.806735
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.426164,-97.903098
JOSLIN ELEMENTARY,TRAVIS COUNTY,30.225043,-97.788983
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.254845,-97.924439
READ PRE-K CENTER,TRAVIS COUNTY,30.355644,-97.744266
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.180177,-97.916091
COOK ELEMENTARY,TRAVIS COUNTY,30.379541,-97.70526
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.069273,-97.751754
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.19086,-97.899672
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.419618,-97.713477
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.430999,-97.835947
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.355797,-97.966404
VIC ROBERTSON ELEMENTARY,WILLIAMSON COUNTY,30.512849,-97.662202
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.185247,-97.789176
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.157513,-97.8581
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.240576,-97.89686
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.302822,-97.951053
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.336052,-97.732854
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.425082,-97.740217
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.224031,-97.914149
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.37011,-98.006364
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.369108,-97.824385
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.375857,-97.953614
CASEY ELEMENTARY,TRAVIS COUNTY,30.16323,-97.82402
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.357772,-97.98758
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.356881,-97.951907
RIVER RIDGE ELEMENTARY,TRAVIS COUNTY,30.347967,-97.903433
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.122483,-97.831521
DOSS ELEMENTARY,TRAVIS COUNTY,30.373454,-97.789865
CALDWELL ELEMENTARY,WILLIAMSON COUNTY,30.478792,-97.657277
DOSS ELEMENTARY,TRAVIS COUNTY,30.348232,-97.764254
HARRIS ELEMENTARY,TRAVIS COUNTY,30.317397,-97.696999
KIPP AUSTIN OBRAS,TRAVIS COUNTY,30.208007,-97.764852
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.331711,-97.477587
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.408432,-97.916211
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.440661,-97.820133
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.241613,-97.978636
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.366745,-97.988579
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.419767,-97.732424
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.190376,-97.546466
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.135029,-97.599153
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.257611,-97.88356
GALINDO ELEMENTARY,TRAVIS COUNTY,30.237213,-97.775862
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.325957,-97.860957
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.375011,-97.879601
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.272215,-97.808389
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.421985,-97.726478
BARTON HILLS ELEMENTARY,TRAVIS COUNTY,30.257423,-97.782515
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.079031,-97.638598
KATHY CARAWAY ELEMENTARY,TRAVIS COUNTY,30.427723,-97.773145
ANDERSON MILL ELEMENTARY,TRAVIS COUNTY,30.453042,-97.795069
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.066212,-97.675259
MILLS ELEMENTARY,TRAVIS COUNTY,30.225012,-97.897149
RONALD REAGAN ELEMENTARY,WILLIAMSON COUNTY,30.514465,-97.775455
DOSS ELEMENTARY,TRAVIS COUNTY,30.37716,-97.785584
REAL LEARNING ACADEMY,TRAVIS COUNTY,30.165899,-97.796793
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.146508,-97.588642
SUNSET VALLEY ELEMENTARY,TRAVIS COUNTY,30.220434,-97.82127
HARRIS ELEMENTARY,TRAVIS COUNTY,30.317857,-97.693191
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.087008,-97.695545
ODOM ELEMENTARY,TRAVIS COUNTY,30.206286,-97.795307
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.333947,-97.985935
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.442434,-97.932422
PATRICIA KNOWLES ELEMENTARY,WILLIAMSON COUNTY,30.513529,-97.892489
BRUSHY CREEK ELEMENTARY,WILLIAMSON COUNTY,30.517612,-97.730957
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.309205,-97.809516
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.261156,-97.92183
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.3276,-97.922962
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.32439,-97.778865
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.548853,-97.755166
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.426921,-97.896137
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.46537,-97.615991
WINN ELEMENTARY,TRAVIS COUNTY,30.318707,-97.667809
PATTON ELEMENTARY,TRAVIS COUNTY,30.219961,-97.848753
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.190544,-97.940382
HILL ELEMENTARY,TRAVIS COUNTY,30.398461,-97.757776
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.435366,-97.707091
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.322586,-97.865858
GOVALLE ELEMENTARY,TRAVIS COUNTY,30.263423,-97.707239
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.192848,-97.917834
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.493592,-97.925884
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.458179,-97.916337
MILLS ELEMENTARY,TRAVIS COUNTY,30.234233,-97.893253
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.388479,-97.952372
OFFICER LEONARD A REED ELEMENTARY,WILLIAMSON COUNTY,30.499323,-97.823786
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.090024,-97.772606
LOIS F GIDDENS ELEMENTARY,WILLIAMSON COUNTY,30.525451,-97.845109
BATY ELEMENTARY,TRAVIS COUNTY,30.230452,-97.716255
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.085139,-97.664171
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.282342,-97.76084
PARKSIDE ELEMENTARY,WILLIAMSON COUNTY,30.54912,-97.788726
PATTON ELEMENTARY,TRAVIS COUNTY,30.217816,-97.8514
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.401165,-97.997769
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.357715,-97.98416
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.402287,-97.92574
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.446255,-97.653896
POND SPRINGS ELEMENTARY,WILLIAMSON COUNTY,30.439318,-97.766802
BLANTON ELEMENTARY,TRAVIS COUNTY,30.310743,-97.693482
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.345917,-97.873079
KIKER ELEMENTARY,TRAVIS COUNTY,30.195008,-97.862442
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.11066,-97.719323
WALNUT CREEK ELEMENTARY,TRAVIS COUNTY,30.370621,-97.682123
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.34242,-97.855507
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.088853,-97.770208
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.490535,-97.569765
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.237213,-97.984948
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.415283,-97.537446
POPHAM ELEMENTARY,TRAVIS COUNTY,30.141025,-97.666351
PAULINE NAUMANN ELEMENTARY,WILLIAMSON COUNTY,30.470273,-97.826918
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.28836,-97.866409
CASIS ELEMENTARY,TRAVIS COUNTY,30.316027,-97.765966
DOUBLE FILE TRAIL ELEMENTARY,WILLIAMSON COUNTY,30.534263,-97.660651
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.415097,-97.920159
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.425312,-97.569368
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.294896,-97.91835
TEXAS EMPOWERMENT ACADEMY ELEMENTARY,TRAVIS COUNTY,30.311831,-97.682727
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.22298,-97.628333
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.406189,-97.736773
NEYSA CALLISON ELEMENTARY,WILLIAMSON COUNTY,30.502397,-97.665632
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.241301,-97.875925
DOSS ELEMENTARY,TRAVIS COUNTY,30.35098,-97.756964
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.32517,-97.528504
GATTIS ELEMENTARY,WILLIAMSON COUNTY,30.493912,-97.649868
ST ELEMENTARYMO ELEMENTARY,TRAVIS COUNTY,30.226689,-97.780392
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.439008,-97.824771
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.380895,-97.958462
VIC ROBERTSON ELEMENTARY,WILLIAMSON COUNTY,30.521831,-97.676542
PAULINE NAUMANN ELEMENTARY,WILLIAMSON COUNTY,30.471208,-97.818481
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.365303,-97.987608
RIOJAS ELEMENTARY,TRAVIS COUNTY,30.44681,-97.576094
NEIDIG ELEMENTARY,BASTROP COUNTY,30.362549,-97.465251
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.143946,-97.881579
GULLETT ELEMENTARY,TRAVIS COUNTY,30.338981,-97.747333
EANES ELEMENTARY,TRAVIS COUNTY,30.290259,-97.800183
WEBB PRI CENTER,TRAVIS COUNTY,30.33858,-97.706468
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.270556,-97.469296
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.379289,-97.936837
REILLY ELEMENTARY,TRAVIS COUNTY,30.323864,-97.72008
CUNNINGHAM ELEMENTARY,TRAVIS COUNTY,30.196609,-97.811993
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.144805,-97.850431
BATY ELEMENTARY,TRAVIS COUNTY,30.231393,-97.712806
HILL ELEMENTARY,TRAVIS COUNTY,30.390815,-97.761576
BLAZIER ELEMENTARY,TRAVIS COUNTY,30.145168,-97.748307
KOCUREK ELEMENTARY,TRAVIS COUNTY,30.180411,-97.833577
MILLS ELEMENTARY,TRAVIS COUNTY,30.224836,-97.895435
LAURA B NEGLEY ELEMENTARY,HAYS COUNTY,30.036426,-97.896599
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.275807,-97.808016
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.398728,-97.87981
MAGNOLIA MONTESSORI FOR ALL,TRAVIS COUNTY,30.337339,-97.652761
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.39699,-97.599267
JOLLYVILLE ELEMENTARY,WILLIAMSON COUNTY,30.446626,-97.745106
GRAHAM ELEMENTARY,TRAVIS COUNTY,30.367066,-97.675823
BALDWIN ELEMENTARY,TRAVIS COUNTY,30.209257,-97.931266
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.337557,-97.776808
TEXAS EMPOWERMENT ACADEMY ELEMENTARY,TRAVIS COUNTY,30.31181,-97.675644
HILL ELEMENTARY,TRAVIS COUNTY,30.375082,-97.770156
WOOLDRIDGE ELEMENTARY,TRAVIS COUNTY,30.363736,-97.70679
JOSEPH GILBERT ELEMENTARY,TRAVIS COUNTY,30.262422,-97.567351
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.077143,-97.753147
WIDEN ELEMENTARY,TRAVIS COUNTY,30.187565,-97.7478
RIDGETOP ELEMENTARY,TRAVIS COUNTY,30.312515,-97.7201
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.355988,-97.991862
GOVALLE ELEMENTARY,TRAVIS COUNTY,30.268762,-97.692883
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.414486,-97.776032
RUTLEDGE ELEMENTARY,WILLIAMSON COUNTY,30.501803,-97.790979
POPHAM ELEMENTARY,TRAVIS COUNTY,30.134057,-97.622311
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.416357,-97.967201
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.459999,-97.919645
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.372902,-97.826904
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.373863,-97.808322
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.387914,-97.968826
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.226596,-97.96059
BUDA ELEMENTARY,HAYS COUNTY,30.079693,-97.831517
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.378435,-97.979003
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.392692,-97.771321
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.178798,-98.006873
CEDAR CREEK ELEMENTARY,TRAVIS COUNTY,30.263023,-97.807187
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.279157,-97.472395
MURCHISON ELEMENTARY,TRAVIS COUNTY,30.460998,-97.582054
DOSS ELEMENTARY,TRAVIS COUNTY,30.360993,-97.772274
POPHAM ELEMENTARY,TRAVIS COUNTY,30.134605,-97.652239
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.473077,-97.609585
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.486741,-97.551518
GRANDVIEW HILLS ELEMENTARY,TRAVIS COUNTY,30.417887,-97.898893
FERN BLUFF ELEMENTARY,WILLIAMSON COUNTY,30.513259,-97.721818
BROWN ELEMENTARY,TRAVIS COUNTY,30.340893,-97.706486
NEYSA CALLISON ELEMENTARY,WILLIAMSON COUNTY,30.502877,-97.651347
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.339761,-97.810749
BRENTWOOD ELEMENTARY,TRAVIS COUNTY,30.334556,-97.73789
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.414163,-97.722362
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.28666,-97.874303
ODOM ELEMENTARY,TRAVIS COUNTY,30.206772,-97.788864
PEREZ ELEMENTARY,TRAVIS COUNTY,30.160359,-97.768522
WILLIAMS ELEMENTARY,TRAVIS COUNTY,30.188687,-97.788354
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.150405,-97.857609
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.42993,-97.826063
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.28856,-97.82341
JOSLIN ELEMENTARY,TRAVIS COUNTY,30.231794,-97.78839
MILLS ELEMENTARY,TRAVIS COUNTY,30.203281,-97.881372
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.391958,-97.798234
WIELAND ELEMENTARY,TRAVIS COUNTY,30.41849,-97.624943
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.222656,-97.934224
HIGHLAND PARK ELEMENTARY,TRAVIS COUNTY,30.329067,-97.753743
ROWE LANE ELEMENTARY,TRAVIS COUNTY,30.486082,-97.545588
DOSS ELEMENTARY,TRAVIS COUNTY,30.359548,-97.753902
TEXAS EMPOWERMENT ACADEMY ELEMENTARY,TRAVIS COUNTY,30.313662,-97.676064
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.360807,-97.546749
EDEN PARK ACADEMY,TRAVIS COUNTY,30.202854,-97.799873
HORNSBY-DUNLAP ELEMENTARY,TRAVIS COUNTY,30.243539,-97.553409
POPHAM ELEMENTARY,TRAVIS COUNTY,30.153907,-97.64756
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.419055,-97.728233
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.379037,-97.910863
BARTON HILLS ELEMENTARY,TRAVIS COUNTY,30.254631,-97.778778
SIMS ELEMENTARY,TRAVIS COUNTY,30.281904,-97.687247
VALLEY VIEW ELEMENTARY,TRAVIS COUNTY,30.273047,-97.856978
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.371888,-97.826294
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.288805,-97.873497
OLD TOWN ELEMENTARY,WILLIAMSON COUNTY,30.546407,-97.703943
BROOKHOLLOW ELEMENTARY,TRAVIS COUNTY,30.445631,-97.613686
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.155905,-97.85707
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.245059,-97.906665
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.360184,-97.47202
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.046628,-97.721439
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.398108,-97.781948
PRESIDENTIAL MEADOWS ELEMENTARY,TRAVIS COUNTY,30.330388,-97.51063
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.313862,-97.834862
RIVER PLACE ELEMENTARY,TRAVIS COUNTY,30.378332,-97.817326
ANDREWS ELEMENTARY,TRAVIS COUNTY,30.326539,-97.683051
ALLISON ELEMENTARY,TRAVIS COUNTY,30.231854,-97.670458
PATTON ELEMENTARY,TRAVIS COUNTY,30.256773,-97.83649
UNION HILL ELEMENTARY,WILLIAMSON COUNTY,30.553247,-97.665868
JOLLYVILLE ELEMENTARY,WILLIAMSON COUNTY,30.44881,-97.755846
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.314441,-97.862717
ROOSTER SPRINGS ELEMENTARY,HAYS COUNTY,30.192144,-97.968215
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.359817,-97.859691
RIDGETOP ELEMENTARY,TRAVIS COUNTY,30.312385,-97.719825
PFLUGERVILLE ELEMENTARY,TRAVIS COUNTY,30.431767,-97.607869
BLANTON ELEMENTARY,TRAVIS COUNTY,30.305877,-97.695021
ALLISON ELEMENTARY,TRAVIS COUNTY,30.230824,-97.67188
CHANDLER OAKS ELEMENTARY,WILLIAMSON COUNTY,30.562112,-97.742983
CASEY ELEMENTARY,TRAVIS COUNTY,30.17543,-97.809365
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.234101,-97.940568
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.235372,-97.885289
KIPP AUSTIN OBRAS,TRAVIS COUNTY,30.208169,-97.767129
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.32487,-97.837205
WINDERMERE ELEMENTARY,TRAVIS COUNTY,30.474596,-97.636079
LAURA B NEGLEY ELEMENTARY,HAYS COUNTY,30.045271,-97.890622
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.221468,-97.919244
JOSLIN ELEMENTARY,TRAVIS COUNTY,30.234998,-97.786364
EANES ELEMENTARY,TRAVIS COUNTY,30.297151,-97.812765
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.487401,-97.904948
MANOR ELEMENTARY,TRAVIS COUNTY,30.373694,-97.56085
BARANOFF ELEMENTARY,TRAVIS COUNTY,30.15725,-97.868804
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.198054,-97.590548
TIMMERMAN ELEMENTARY,TRAVIS COUNTY,30.443144,-97.62171
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.306809,-97.506491
SPICEWOOD ELEMENTARY,TRAVIS COUNTY,30.448204,-97.801485
DOSS ELEMENTARY,TRAVIS COUNTY,30.377212,-97.79602
LAURA WELCH BUSH ELEMENTARY,TRAVIS COUNTY,30.369593,-97.917165
METZ ELEMENTARY,TRAVIS COUNTY,30.255365,-97.7234
DEL VALLE ELEMENTARY,TRAVIS COUNTY,30.178106,-97.640022
SCIENCE HALL ELEMENTARY,HAYS COUNTY,30.004646,-97.812064
BARTON HILLS ELEMENTARY,TRAVIS COUNTY,30.259251,-97.777874
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.114624,-97.74716
POPHAM ELEMENTARY,TRAVIS COUNTY,30.122723,-97.634108
MILLS ELEMENTARY,TRAVIS COUNTY,30.205664,-97.879604
STEINER RANCH ELEMENTARY,TRAVIS COUNTY,30.353086,-97.86689
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.325786,-97.876625
MILLS ELEMENTARY,TRAVIS COUNTY,30.21461,-97.886193
SERENE HILLS ELEMENTARY,TRAVIS COUNTY,30.325755,-97.994804
POPHAM ELEMENTARY,TRAVIS COUNTY,30.123906,-97.626033
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.331119,-97.957617
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.324803,-97.527825
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.386474,-97.926456
KIPP AUSTIN OBRAS,TRAVIS COUNTY,30.20911,-97.764158
WIELAND ELEMENTARY,TRAVIS COUNTY,30.419905,-97.640903
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.425456,-97.813494
DEARING ELEMENTARY,WILLIAMSON COUNTY,30.490391,-97.595263
SIMS ELEMENTARY,TRAVIS COUNTY,30.283283,-97.687585
GATTIS ELEMENTARY,WILLIAMSON COUNTY,30.502751,-97.637568
WESTSIDE ELEMENTARY,WILLIAMSON COUNTY,30.496567,-97.881151
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.063019,-97.731419
LAGO VISTA ELEMENTARY,TRAVIS COUNTY,30.428999,-97.932594
MILLS ELEMENTARY,TRAVIS COUNTY,30.239307,-97.897135
METZ ELEMENTARY,TRAVIS COUNTY,30.244057,-97.730747
BRIDGE POINT ELEMENTARY,TRAVIS COUNTY,30.331935,-97.802044
OAK SPRINGS ELEMENTARY,TRAVIS COUNTY,30.268956,-97.702791
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.293091,-97.896944
PATSY SOMMER ELEMENTARY,WILLIAMSON COUNTY,30.503893,-97.744119
DESSAU ELEMENTARY,TRAVIS COUNTY,30.392715,-97.616927
FOREST TRAIL ELEMENTARY,TRAVIS COUNTY,30.323185,-97.82643
PATTON ELEMENTARY,TRAVIS COUNTY,30.227309,-97.8398
LAKEWAY ELEMENTARY,TRAVIS COUNTY,30.338383,-97.960885
MILLS ELEMENTARY,TRAVIS COUNTY,30.207399,-97.887432
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.418431,-97.78227
OAK MEADOWS ELEMENTARY,TRAVIS COUNTY,30.286112,-97.637958
DELCO PRI,TRAVIS COUNTY,30.399871,-97.648369
REILLY ELEMENTARY,TRAVIS COUNTY,30.320587,-97.727559
PATTON ELEMENTARY,TRAVIS COUNTY,30.225708,-97.839439
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.068841,-97.702276
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.306245,-97.862722
WIDEN ELEMENTARY,TRAVIS COUNTY,30.195419,-97.739438
BLUEBONNET ELEMENTARY,BASTROP COUNTY,30.164535,-97.503115
REILLY ELEMENTARY,TRAVIS COUNTY,30.331942,-97.714906
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.329304,-97.875112
LAUREL MOUNTAIN ELEMENTARY,TRAVIS COUNTY,30.409143,-97.771672
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.320664,-97.509991
THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,TRAVIS COUNTY,30.264744,-97.689228
NORTHWEST ELEMENTARY,TRAVIS COUNTY,30.432895,-97.686796
LAKE POINTE ELEMENTARY,TRAVIS COUNTY,30.316096,-97.929015
MAPLEWOOD ELEMENTARY,TRAVIS COUNTY,30.293769,-97.704062
CREEDMOOR ELEMENTARY,HAYS COUNTY,30.107131,-97.72301
SMITH ELEMENTARY,TRAVIS COUNTY,30.172721,-97.698611
LINDER ELEMENTARY,TRAVIS COUNTY,30.222554,-97.728352
BLANTON ELEMENTARY,TRAVIS COUNTY,30.3062,-97.688762
PATTON ELEMENTARY,TRAVIS COUNTY,30.218188,-97.847412
MENCHACA ELEMENTARY,TRAVIS COUNTY,30.116045,-97.824145
BLACKSHEAR ELEMENTARY,TRAVIS COUNTY,30.265903,-97.724789
MILLS ELEMENTARY,TRAVIS COUNTY,30.212351,-97.884862
MATHEWS ELEMENTARY,TRAVIS COUNTY,30.289638,-97.756832
CLAYTON ELEMENTARY,TRAVIS COUNTY,30.189298,-97.902664
CAMPBELL ELEMENTARY,TRAVIS COUNTY,30.287634,-97.708356
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.489902,-97.894918
BLAKE MANOR ELEMENTARY,TRAVIS COUNTY,30.300601,-97.489697
SUMMITT ELEMENTARY,TRAVIS COUNTY,30.41375,-97.725341
SPRINGHILL ELEMENTARY,TRAVIS COUNTY,30.442214,-97.656582
PECAN SPRINGS ELEMENTARY,TRAVIS COUNTY,30.303378,-97.682159
SHADOWGLEN ELEMENTARY,TRAVIS COUNTY,30.399403,-97.515685
CANYON CREEK ELEMENTARY,TRAVIS COUNTY,30.43612,-97.820581
BEE CAVE ELEMENTARY,TRAVIS COUNTY,30.324302,-97.978717
LAKE TRAVIS ELEMENTARY,TRAVIS COUNTY,30.37115,-97.934235
DEER CREEK ELEMENTARY,WILLIAMSON COUNTY,30.4836,-97.861409
POPHAM ELEMENTARY,TRAVIS COUNTY,30.137731,-97.605848
MANOR ELEMENTARY,TRAVIS COUNTY,30.335818,-97.549455
OAK HILL ELEMENTARY,TRAVIS COUNTY,30.224826,-97.859834
BARTON CREEK ELEMENTARY,TRAVIS COUNTY,30.314864,-97.894697
ALLISON ELEMENTARY,TRAVIS COUNTY,30.230997,-97.701582
